"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.0147852594,
"EST","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.1356864515,
"EST","LANDCOVER","VEGELOSS1992","PC","A","2004",6.0405781776,
"EST","LANDCOVER","VEGELOSS1992","PC","A","2018",8.0238024011,
"EST","LANDCOVER","VEGELOSS1992","PC","A","2019",8.1406809101,
"EST","LANDCOVER","VEGELOSS2004","PC","A","2018",2.3297389957,
"EST","LANDCOVER","VEGELOSS2004","PC","A","2019",2.4812946482,
"ETH","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.7839616645,
"ETH","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.161652913,
"ETH","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.5420693927,
"ETH","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.4638022271,
"ETH","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.8592855312,
"ETH","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0294794975,
"ETH","LANDCOVER","VEGELOSS1992","PC","A","2018",1.4610629303,
"ETH","LANDCOVER","VEGELOSS1992","PC","A","2019",1.5792137158,
"ETH","LANDCOVER","VEGELOSS2004","PC","A","2018",0.524779173,
"ETH","LANDCOVER","VEGELOSS2004","PC","A","2019",0.6599607131,
"GMB","LANDCOVER","VEGEGAIN1992","PC","A","2004",6.4977142604,
"GMB","LANDCOVER","VEGEGAIN1992","PC","A","2018",10.6542097554,
"GMB","LANDCOVER","VEGEGAIN1992","PC","A","2019",11.5019306733,
"GMB","LANDCOVER","VEGEGAIN2004","PC","A","2018",4.4815367816,
"GMB","LANDCOVER","VEGEGAIN2004","PC","A","2019",5.4397967597,
"GMB","LANDCOVER","VEGELOSS1992","PC","A","2004",6.9171363899,
"GMB","LANDCOVER","VEGELOSS1992","PC","A","2018",11.1246726732,
"GMB","LANDCOVER","VEGELOSS1992","PC","A","2019",11.4730815321,
"GMB","LANDCOVER","VEGELOSS2004","PC","A","2018",4.5327925479,
"GMB","LANDCOVER","VEGELOSS2004","PC","A","2019",4.9896374212,
"GEO","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.7055282324,
"GEO","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.4004403843,
"GEO","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.511726193,
"GEO","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.9293379959,
"GEO","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.0734902382,
"GEO","LANDCOVER","VEGELOSS1992","PC","A","2004",1.5230414704,
"GEO","LANDCOVER","VEGELOSS1992","PC","A","2018",2.4740958486,
"GEO","LANDCOVER","VEGELOSS1992","PC","A","2019",2.5972789888,
"GEO","LANDCOVER","VEGELOSS2004","PC","A","2018",1.1868351914,
"GEO","LANDCOVER","VEGELOSS2004","PC","A","2019",1.3428630937,
"GHA","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.4779156899,
"GHA","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.2001902255,
"GHA","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.8349287698,
"GHA","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.8926162116,
"GHA","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.5759274391,
"GHA","LANDCOVER","VEGELOSS1992","PC","A","2004",4.1162196978,
"GHA","LANDCOVER","VEGELOSS1992","PC","A","2018",6.7313146746,
"GHA","LANDCOVER","VEGELOSS1992","PC","A","2019",7.1070859638,
"GHA","LANDCOVER","VEGELOSS2004","PC","A","2018",2.8096302715,
"GHA","LANDCOVER","VEGELOSS2004","PC","A","2019",3.2269567578,
"GTM","LANDCOVER","VEGEGAIN1992","PC","A","2004",3.2926329443,
"GTM","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.4996824739,
"GTM","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.5440010089,
"GTM","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.5468737901,
"GTM","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.6278806578,
"GTM","LANDCOVER","VEGELOSS1992","PC","A","2004",12.5547563607,
"GTM","LANDCOVER","VEGELOSS1992","PC","A","2018",14.5945799873,
"GTM","LANDCOVER","VEGELOSS1992","PC","A","2019",14.7303280202,
"GTM","LANDCOVER","VEGELOSS2004","PC","A","2018",2.4646538048,
"GTM","LANDCOVER","VEGELOSS2004","PC","A","2019",2.6464228916,
"GIN","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.07767329,
"GIN","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.8201079733,
"GIN","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.0344151942,
"GIN","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.8438327453,
"GIN","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.095909116,
"GIN","LANDCOVER","VEGELOSS1992","PC","A","2004",0.930092515,
"GIN","LANDCOVER","VEGELOSS1992","PC","A","2018",1.9068935421,
"GIN","LANDCOVER","VEGELOSS1992","PC","A","2019",2.3534252703,
"GIN","LANDCOVER","VEGELOSS2004","PC","A","2018",1.0778537192,
"GIN","LANDCOVER","VEGELOSS2004","PC","A","2019",1.5618123835,
"HTI","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.3534057401,
"HTI","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.7143326358,
"HTI","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.7689514299,
"HTI","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.4719136989,
"HTI","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.527774352,
"HTI","LANDCOVER","VEGELOSS1992","PC","A","2004",0.6126162033,
"HTI","LANDCOVER","VEGELOSS1992","PC","A","2018",1.7769560356,
"HTI","LANDCOVER","VEGELOSS1992","PC","A","2019",1.8293605542,
"HTI","LANDCOVER","VEGELOSS2004","PC","A","2018",1.2615802036,
"HTI","LANDCOVER","VEGELOSS2004","PC","A","2019",1.3152644675,
"HND","LANDCOVER","VEGEGAIN1992","PC","A","2004",5.2069211361,
"HND","LANDCOVER","VEGEGAIN1992","PC","A","2018",6.7761454266,
"HND","LANDCOVER","VEGEGAIN1992","PC","A","2019",6.8464243629,
"HND","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.7721663869,
"HND","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.8789015094,
"HND","LANDCOVER","VEGELOSS1992","PC","A","2004",3.5420214475,
"HND","LANDCOVER","VEGELOSS1992","PC","A","2018",5.4553447085,
"HND","LANDCOVER","VEGELOSS1992","PC","A","2019",5.7676750139,
"HND","LANDCOVER","VEGELOSS2004","PC","A","2018",2.1106302732,
"HND","LANDCOVER","VEGELOSS2004","PC","A","2019",2.4554528476,
"IND","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.3644059867,
"IND","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.3674193243,
"IND","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.2286674396,
"IND","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.2488932964,
"IND","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.1680937079,
"IND","LANDCOVER","VEGELOSS1992","PC","A","2004",3.5951883723,
"IND","LANDCOVER","VEGELOSS1992","PC","A","2018",4.4188744276,
"IND","LANDCOVER","VEGELOSS1992","PC","A","2019",4.6132991671,
"IND","LANDCOVER","VEGELOSS2004","PC","A","2018",1.0426575189,
"IND","LANDCOVER","VEGELOSS2004","PC","A","2019",1.2798197674,
"IDN","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.6421329665,
"IDN","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.2611444282,
"IDN","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.3580167344,
"IDN","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.2284098478,
"IDN","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.3708515407,
"IDN","LANDCOVER","VEGELOSS1992","PC","A","2004",3.8719220892,
"IDN","LANDCOVER","VEGELOSS1992","PC","A","2018",9.2630445747,
"IDN","LANDCOVER","VEGELOSS1992","PC","A","2019",9.6075387464,
"IDN","LANDCOVER","VEGELOSS2004","PC","A","2018",6.0474874729,
"IDN","LANDCOVER","VEGELOSS2004","PC","A","2019",6.4406341742,
"IRN","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.532188621,
"IRN","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.5515624059,
"IRN","LANDCOVER","VEGEGAIN1992","PC","A","2019",5.2271798883,
"IRN","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.5969018783,
"IRN","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.4130994909,
"IRN","LANDCOVER","VEGELOSS1992","PC","A","2004",15.77,
"IRN","LANDCOVER","VEGELOSS1992","PC","A","2018",22.3541802617,
"IRN","LANDCOVER","VEGELOSS1992","PC","A","2019",22.3988362446,
"IRN","LANDCOVER","VEGELOSS2004","PC","A","2018",7.8582008738,
"IRN","LANDCOVER","VEGELOSS2004","PC","A","2019",7.9471676272,
"IRQ","LANDCOVER","VEGEGAIN1992","PC","A","2004",5.1278896865,
"IRQ","LANDCOVER","VEGEGAIN1992","PC","A","2018",9.7968527691,
"IRQ","LANDCOVER","VEGEGAIN1992","PC","A","2019",11.6780239412,
"IRQ","LANDCOVER","VEGEGAIN2004","PC","A","2018",7.8978129257,
"IRQ","LANDCOVER","VEGEGAIN2004","PC","A","2019",10.82,
"IRQ","LANDCOVER","VEGELOSS1992","PC","A","2004",38.7776933857,
"IRQ","LANDCOVER","VEGELOSS1992","PC","A","2018",48.2573626162,
"IRQ","LANDCOVER","VEGELOSS1992","PC","A","2019",48.4750585693,
"IRQ","LANDCOVER","VEGELOSS2004","PC","A","2018",15.1482905673,
"IRQ","LANDCOVER","VEGELOSS2004","PC","A","2019",15.5634557869,
"ISR","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.2317000702,
"ISR","LANDCOVER","VEGEGAIN1992","PC","A","2018",7.3902004214,
"ISR","LANDCOVER","VEGEGAIN1992","PC","A","2019",8.9676408622,
"ISR","LANDCOVER","VEGEGAIN2004","PC","A","2018",6.481533532,
"ISR","LANDCOVER","VEGEGAIN2004","PC","A","2019",8.1511046152,
"ISR","LANDCOVER","VEGELOSS1992","PC","A","2004",5.132083626,
"ISR","LANDCOVER","VEGELOSS1992","PC","A","2018",10.4802549835,
"ISR","LANDCOVER","VEGELOSS1992","PC","A","2019",10.7611690346,
"ISR","LANDCOVER","VEGELOSS2004","PC","A","2018",5.6383158131,
"ISR","LANDCOVER","VEGELOSS2004","PC","A","2019",5.9587385463,
"JAM","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.8985773215,
"JAM","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.2193206524,
"JAM","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.2366804719,
"JAM","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.4584248591,
"JAM","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.4870764128,
"JAM","LANDCOVER","VEGELOSS1992","PC","A","2004",5.6865808596,
"JAM","LANDCOVER","VEGELOSS1992","PC","A","2018",8.2136745778,
"JAM","LANDCOVER","VEGELOSS1992","PC","A","2019",8.4352189404,
"JAM","LANDCOVER","VEGELOSS2004","PC","A","2018",2.7757277929,
"JAM","LANDCOVER","VEGELOSS2004","PC","A","2019",3.0188318848,
"JOR","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.6205766993,
"JOR","LANDCOVER","VEGEGAIN1992","PC","A","2018",15.9950002155,
"JOR","LANDCOVER","VEGEGAIN1992","PC","A","2019",19.5120899961,
"JOR","LANDCOVER","VEGEGAIN2004","PC","A","2018",14.1613888003,
"JOR","LANDCOVER","VEGEGAIN2004","PC","A","2019",17.9250011391,
"JOR","LANDCOVER","VEGELOSS1992","PC","A","2004",8.0255161415,
"JOR","LANDCOVER","VEGELOSS1992","PC","A","2018",10.7797077712,
"JOR","LANDCOVER","VEGELOSS1992","PC","A","2019",10.9305633378,
"JOR","LANDCOVER","VEGELOSS2004","PC","A","2018",2.9343418235,
"JOR","LANDCOVER","VEGELOSS2004","PC","A","2019",3.1393812366,
"KAZ","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.4462037831,
"KAZ","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.3908960861,
"KAZ","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.6871452976,
"KAZ","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.3115996546,
"KAZ","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.6272735478,
"KAZ","LANDCOVER","VEGELOSS1992","PC","A","2004",5.7317253344,
"KAZ","LANDCOVER","VEGELOSS1992","PC","A","2018",8.3683136801,
"KAZ","LANDCOVER","VEGELOSS1992","PC","A","2019",8.7379074958,
"KAZ","LANDCOVER","VEGELOSS2004","PC","A","2018",2.9897006459,
"KAZ","LANDCOVER","VEGELOSS2004","PC","A","2019",3.3820030758,
"KEN","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.6676674074,
"KEN","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.8471200334,
"KEN","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.0665869989,
"KEN","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.259442084,
"KEN","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.5036859531,
"KEN","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0968166735,
"KEN","LANDCOVER","VEGELOSS1992","PC","A","2018",1.6065265898,
"KEN","LANDCOVER","VEGELOSS1992","PC","A","2019",1.7105795705,
"KEN","LANDCOVER","VEGELOSS2004","PC","A","2018",0.6000573247,
"KEN","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7306721515,
"KWT","LANDCOVER","VEGEGAIN1992","PC","A","2004",4.9232609129,
"KWT","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.9232609129,
"KWT","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.9232609129,
"KWT","LANDCOVER","VEGEGAIN2004","PC","A","2018",0,
"KWT","LANDCOVER","VEGEGAIN2004","PC","A","2019",0,
"KWT","LANDCOVER","VEGELOSS1992","PC","A","2004",40.3229021327,
"KWT","LANDCOVER","VEGELOSS1992","PC","A","2018",43.6914490732,
"KWT","LANDCOVER","VEGELOSS1992","PC","A","2019",44.3292804465,
"KWT","LANDCOVER","VEGELOSS2004","PC","A","2018",5.2144399877,
"KWT","LANDCOVER","VEGELOSS2004","PC","A","2019",6.2017895711,
"KGZ","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.2731496536,
"KGZ","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.8480675128,
"KGZ","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.0217793398,
"KGZ","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.7163212435,
"KGZ","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.9050609724,
"KGZ","LANDCOVER","VEGELOSS1992","PC","A","2004",1.8613375095,
"KGZ","LANDCOVER","VEGELOSS1992","PC","A","2018",3.9807388638,
"KGZ","LANDCOVER","VEGELOSS1992","PC","A","2019",4.0436289188,
"KGZ","LANDCOVER","VEGELOSS2004","PC","A","2018",2.2640262731,
"KGZ","LANDCOVER","VEGELOSS2004","PC","A","2019",2.341288533,
"LAO","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.0679734594,
"LAO","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.3262163957,
"LAO","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.3981245267,
"LAO","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.3315199506,
"LAO","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.4189912574,
"LAO","LANDCOVER","VEGELOSS1992","PC","A","2004",2.3459475693,
"LAO","LANDCOVER","VEGELOSS1992","PC","A","2018",3.5328533034,
"LAO","LANDCOVER","VEGELOSS1992","PC","A","2019",3.7378978736,
"LAO","LANDCOVER","VEGELOSS2004","PC","A","2018",1.2818305785,
"LAO","LANDCOVER","VEGELOSS2004","PC","A","2019",1.5055418352,
"LVA","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.7135781326,
"LVA","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.9642707231,
"LVA","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.0579593344,
"LVA","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.5808156727,
"LVA","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.7034347455,
"LVA","LANDCOVER","VEGELOSS1992","PC","A","2004",5.5481119562,
"LVA","LANDCOVER","VEGELOSS1992","PC","A","2018",7.0444433251,
"LVA","LANDCOVER","VEGELOSS1992","PC","A","2019",7.0802061821,
"LVA","LANDCOVER","VEGELOSS2004","PC","A","2018",1.8389332317,
"LVA","LANDCOVER","VEGELOSS2004","PC","A","2019",1.9006838439,
"LBN","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.7918426931,
"LBN","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.1211652032,
"LBN","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.2782066311,
"LBN","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.4771609904,
"LBN","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.6358272995,
"LBN","LANDCOVER","VEGELOSS1992","PC","A","2004",1.8159297516,
"LBN","LANDCOVER","VEGELOSS1992","PC","A","2018",5.4278825949,
"LBN","LANDCOVER","VEGELOSS1992","PC","A","2019",5.4367299993,
"LBN","LANDCOVER","VEGELOSS2004","PC","A","2018",3.7834093144,
"LBN","LANDCOVER","VEGELOSS2004","PC","A","2019",3.7923482614,
"LSO","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.0681739959,
"LSO","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.3938206561,
"LSO","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.4080511504,
"LSO","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.3625656091,
"LSO","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.3771360028,
"LSO","LANDCOVER","VEGELOSS1992","PC","A","2004",2.400982235,
"LSO","LANDCOVER","VEGELOSS1992","PC","A","2018",2.8321993063,
"LSO","LANDCOVER","VEGELOSS1992","PC","A","2019",2.9721876572,
"LSO","LANDCOVER","VEGELOSS2004","PC","A","2018",0.4706575991,
"LSO","LANDCOVER","VEGELOSS2004","PC","A","2019",0.613989611,
"LBR","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.2015945416,
"LBR","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.3983988719,
"LBR","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.4910595199,
"LBR","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.1515732063,
"LBR","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.3272752378,
"LBR","LANDCOVER","VEGELOSS1992","PC","A","2004",14.4703298809,
"LBR","LANDCOVER","VEGELOSS1992","PC","A","2018",16.2904604441,
"LBR","LANDCOVER","VEGELOSS1992","PC","A","2019",16.4021322428,
"LBR","LANDCOVER","VEGELOSS2004","PC","A","2018",2.8702601011,
"LBR","LANDCOVER","VEGELOSS2004","PC","A","2019",3.0678817377,
"LBY","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.9266000185,
"LBY","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.3313219281,
"LBY","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.6272340641,
"LBY","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.5304947796,
"LBY","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.8316236474,
"LBY","LANDCOVER","VEGELOSS1992","PC","A","2004",2.75634997,
"LBY","LANDCOVER","VEGELOSS1992","PC","A","2018",3.6839520669,
"LBY","LANDCOVER","VEGELOSS1992","PC","A","2019",3.6763413445,
"LBY","LANDCOVER","VEGELOSS2004","PC","A","2018",1.0493829416,
"LBY","LANDCOVER","VEGELOSS2004","PC","A","2019",1.0444493983,
"LIE","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.1161440186,
"LIE","LANDCOVER","VEGEGAIN1992","PC","A","2018",0,
"LIE","LANDCOVER","VEGEGAIN1992","PC","A","2019",0,
"LIE","LANDCOVER","VEGEGAIN2004","PC","A","2018",0,
"LIE","LANDCOVER","VEGEGAIN2004","PC","A","2019",0,
"LIE","LANDCOVER","VEGELOSS1992","PC","A","2004",2.9616724739,
"LIE","LANDCOVER","VEGELOSS1992","PC","A","2018",5.3426248548,
"LIE","LANDCOVER","VEGELOSS1992","PC","A","2019",5.3426248548,
"LIE","LANDCOVER","VEGELOSS2004","PC","A","2018",2.5702331142,
"LIE","LANDCOVER","VEGELOSS2004","PC","A","2019",2.5702331142,
"LTU","LANDCOVER","VEGEGAIN1992","PC","A","2004",8.5779866512,
"LTU","LANDCOVER","VEGEGAIN1992","PC","A","2018",12.9416743071,
"LTU","LANDCOVER","VEGEGAIN1992","PC","A","2019",13.0965127686,
"LTU","LANDCOVER","VEGEGAIN2004","PC","A","2018",4.3416361409,
"LTU","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.5063073027,
"LTU","LANDCOVER","VEGELOSS1992","PC","A","2004",3.6471991229,
"LTU","LANDCOVER","VEGELOSS1992","PC","A","2018",4.2014759343,
"LTU","LANDCOVER","VEGELOSS1992","PC","A","2019",4.235457046,
"LTU","LANDCOVER","VEGELOSS2004","PC","A","2018",0.7112327729,
"LTU","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7607257752,
"MKD","LANDCOVER","VEGEGAIN1992","PC","A","2004",6.0303856203,
"MKD","LANDCOVER","VEGEGAIN1992","PC","A","2018",10.5138976484,
"MKD","LANDCOVER","VEGEGAIN1992","PC","A","2019",10.7678619695,
"MKD","LANDCOVER","VEGEGAIN2004","PC","A","2018",4.6852774792,
"MKD","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.9328425464,
"MKD","LANDCOVER","VEGELOSS1992","PC","A","2004",2.3082034418,
"MKD","LANDCOVER","VEGELOSS1992","PC","A","2018",2.3633885936,
"MKD","LANDCOVER","VEGELOSS1992","PC","A","2019",2.3695828453,
"MKD","LANDCOVER","VEGELOSS2004","PC","A","2018",0.4158658805,
"MKD","LANDCOVER","VEGELOSS2004","PC","A","2019",0.4245523741,
"MDG","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.5957115499,
"MDG","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.964580653,
"MDG","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.0188203132,
"MDG","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.4464785851,
"MDG","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.5196443355,
"MDG","LANDCOVER","VEGELOSS1992","PC","A","2004",1.9525519699,
"MDG","LANDCOVER","VEGELOSS1992","PC","A","2018",2.7165914088,
"MDG","LANDCOVER","VEGELOSS1992","PC","A","2019",2.7944945987,
"MDG","LANDCOVER","VEGELOSS2004","PC","A","2018",0.8470845039,
"MDG","LANDCOVER","VEGELOSS2004","PC","A","2019",0.9442392767,
"MWI","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.699466434,
"MWI","LANDCOVER","VEGEGAIN1992","PC","A","2018",6.4781411424,
"MWI","LANDCOVER","VEGEGAIN1992","PC","A","2019",6.6608156399,
"MWI","LANDCOVER","VEGEGAIN2004","PC","A","2018",6.9072386688,
"MWI","LANDCOVER","VEGEGAIN2004","PC","A","2019",7.2794865277,
"MWI","LANDCOVER","VEGELOSS1992","PC","A","2004",33.110347983,
"MWI","LANDCOVER","VEGELOSS1992","PC","A","2018",33.3998377361,
"MWI","LANDCOVER","VEGELOSS1992","PC","A","2019",33.4091925753,
"MWI","LANDCOVER","VEGELOSS2004","PC","A","2018",1.8932579876,
"MWI","LANDCOVER","VEGELOSS2004","PC","A","2019",2.0164444097,
"MYS","LANDCOVER","VEGEGAIN1992","PC","A","2004",5.0243385937,
"MYS","LANDCOVER","VEGEGAIN1992","PC","A","2018",7.2132620191,
"MYS","LANDCOVER","VEGEGAIN1992","PC","A","2019",7.2407488544,
"MYS","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.2510154789,
"MYS","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.3546586484,
"MYS","LANDCOVER","VEGELOSS1992","PC","A","2004",5.1565027377,
"MYS","LANDCOVER","VEGELOSS1992","PC","A","2018",12.915678105,
"MYS","LANDCOVER","VEGELOSS1992","PC","A","2019",13.4754382049,
"MYS","LANDCOVER","VEGELOSS2004","PC","A","2018",8.8286390393,
"MYS","LANDCOVER","VEGELOSS2004","PC","A","2019",9.4652598788,
"MLI","LANDCOVER","VEGEGAIN1992","PC","A","2004",4.5686633498,
"MLI","LANDCOVER","VEGEGAIN1992","PC","A","2018",10.2073523377,
"MLI","LANDCOVER","VEGEGAIN1992","PC","A","2019",11.6543605918,
"MLI","LANDCOVER","VEGEGAIN2004","PC","A","2018",6.0998756747,
"MLI","LANDCOVER","VEGEGAIN2004","PC","A","2019",7.6543620426,
"MLI","LANDCOVER","VEGELOSS1992","PC","A","2004",6.925723557,
"MLI","LANDCOVER","VEGELOSS1992","PC","A","2018",8.6441053531,
"MLI","LANDCOVER","VEGELOSS1992","PC","A","2019",9.6093416171,
"MLI","LANDCOVER","VEGELOSS2004","PC","A","2018",2.0849338877,
"MLI","LANDCOVER","VEGELOSS2004","PC","A","2019",3.1460184888,
"MLT","LANDCOVER","VEGEGAIN1992","PC","A","2004",0,
"MLT","LANDCOVER","VEGEGAIN1992","PC","A","2018",0,
"MLT","LANDCOVER","VEGEGAIN1992","PC","A","2019",0,
"MLT","LANDCOVER","VEGEGAIN2004","PC","A","2018",0,
"MLT","LANDCOVER","VEGEGAIN2004","PC","A","2019",0,
"MLT","LANDCOVER","VEGELOSS1992","PC","A","2004",8.1081081081,
"MLT","LANDCOVER","VEGELOSS1992","PC","A","2018",21.6216216216,
"MLT","LANDCOVER","VEGELOSS1992","PC","A","2019",21.6216216216,
"MLT","LANDCOVER","VEGELOSS2004","PC","A","2018",14.7058823529,
"MLT","LANDCOVER","VEGELOSS2004","PC","A","2019",14.7058823529,
"MRT","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.5264057607,
"MRT","LANDCOVER","VEGEGAIN1992","PC","A","2018",8.7949047279,
"MRT","LANDCOVER","VEGEGAIN1992","PC","A","2019",9.2553081495,
"MRT","LANDCOVER","VEGEGAIN2004","PC","A","2018",6.8042038759,
"MRT","LANDCOVER","VEGEGAIN2004","PC","A","2019",7.3249975846,
"MRT","LANDCOVER","VEGELOSS1992","PC","A","2004",4.0720819251,
"MRT","LANDCOVER","VEGELOSS1992","PC","A","2018",5.0334652951,
"MRT","LANDCOVER","VEGELOSS1992","PC","A","2019",5.314238317,
"MRT","LANDCOVER","VEGELOSS2004","PC","A","2018",1.4137696214,
"MRT","LANDCOVER","VEGELOSS2004","PC","A","2019",1.7521128365,
"MUS","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.2117600318,
"MUS","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.9928486293,
"MUS","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.9729837108,
"MUS","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.6003814974,
"MUS","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.5765379113,
"MUS","LANDCOVER","VEGELOSS1992","PC","A","2004",17.898291617,
"MUS","LANDCOVER","VEGELOSS1992","PC","A","2018",36.7798967024,
"MUS","LANDCOVER","VEGELOSS1992","PC","A","2019",37.5347636075,
